title,english_title,romaji_title,genres,rating_anilist,rating_mal,episodes,status,format,season,year,synopsis,studio,source_material,popularity_anilist,mal_members,mal_rank,cover_image_url,start_date,end_date,duration_per_ep,age_rating,mal_id
BACK ARROW,BACK ARROW,Back Arrow,Action | Adventure | Fantasy | Mecha | Sci-Fi,5.8,6.38,24.0,FINISHED,TV,WINTER,2021.0,"Lingalind is enclosed by the Wall. The Wall covers, protects, cultivates, and nurtures the land. The Wall is God. One day in Edger, a village on the outskirts, a mysterious man named Back Arrow appears. Arrow has no memory, but he claims that all he knows is that “I came from outside the Wall.” Arrow tries to go beyond the Wall to regain his memories but is pulled into one conflict after another. (Source: Funimation)",Studio VOLN,ORIGINAL,15850,45629.0,8915.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx114307-7ON0DNyETBRk.jpg,2021-01-09,2021-06-19,24.0,R+ - Mild Nudity,40964.0
Scum of the Brave,Scum of the Brave,Yuusha no Kuzu,Action | Comedy | Drama | Fantasy | Sci-Fi,6.2,6.64,24.0,RELEASING,TV,WINTER,2026.0,"In the mid-21st century, Tokyo's mafia can turn into ether-enhanced Demon Lords, and Braves hunt them down. Yashiro, the Grim Reaper, reluctantly takes a new apprentice named Aki Jogamine, a high school girl training to become a Brave. He soon finds himself dragged into one troublesome case after another. The supernatural story of a scumbag master and his self-proclaimed apprentice begins!(Source: Crunchyroll)",OLM,OTHER,15849,30183.0,7417.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx187989-IjVYJxi0bEcr.jpg,2026-01-11,,23.0,PG-13 - Teens 13 or older,61217.0
Phantasy Star Online 2 The Animation,Phantasy Star Online 2 The Animation,Phantasy Star Online 2: The Animation,Action | Sci-Fi,5.8,6.36,12.0,FINISHED,TV,WINTER,2016.0,"In the year 2027, the video game Phantasy Star Online 2 is all the rage at Seiga Academy. Every student is on board the fad—except for Itsuki Tachibana, a well-rounded student who doesn't play video games. Due to its popularity, the game is currently under review at Seiga Academy to see if it has a negative impact on the students. Consequently, this causes Itsuki to catch the attention of Rina Izumi, the perfectionist student council president who aims to prove that the game is not to blame. To accomplish her objective, Rina recruits Itsuki as the student council vice president and tasks him with learning to play the game while keeping his grades up. Now obliged to report his daily findings of the game to Rina and analyze its merits, Itsuki carries the fate of Phantasy Star Online 2 in his hands.",Telecom Animation Film,VIDEO_GAME,15835,74834.0,9081.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21264-vn4ZxC67Fb4A.jpg,2016-01-08,2016-04-01,25.0,PG-13 - Teens 13 or older,31223.0
Genshiken 2,None,Genshiken 2,Comedy | Slice of Life,7.6,7.77,12.0,FINISHED,TV,FALL,2007.0,"The Society for the Study of Modern Visual Culture, otherwise known as Genshiken, is now under the charge of a more confident Sasahara. Things have changed in between semesters, and the otaku club now has a new otaku-hating member named Ogiue. Sasahara's initial goal of starting a doujin circle and selling those fan-made magazines at the next Comic Festival becomes a reality, but reality is a cruel master... who apparently crossplays. Afterward, the club is abuzz with talk about Tanaka and Ohno's relationship, which takes a hesitant step forward. (Source: Media Blasters)",ARMS,MANGA,15833,89312.0,1271.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx2508-4jK3PHZxI5Au.png,2007-10-10,2007-12-26,24.0,PG-13 - Teens 13 or older,2508.0
Kandagawa Jet Girls,Kandagawa Jet Girls,Kandagawa JET GIRLS,Ecchi | Sports,5.3,5.8,12.0,FINISHED,TV,FALL,2019.0,"Rin Namiki's greatest ambition is to follow in her late mother's footsteps and compete in Kandagawa Jet Racing, where teams of girls on jet skis race while firing high-powered water guns to slow their competitors' jets (and blow off their clothing!). But since there's no jet racing in Rin's remote fishing village, that means moving, all by herself, to a girls' school in faraway Tokyo! Meanwhile, Misa Aoi dreamed of becoming a great player, but those ambitions floundered until Rin transferred to her school, displaying astonishing skill for a newcomer. Is it fate? Now they ""only"" have to resurrect their school's Jet Riding Club, endure brutal training, and face some seriously skilled rivals… but even the toughest tasks are easier when you're doing something you love with someone who's quickly becoming far more than just a friend! (Source: Sentai Filmworks)",TNK,OTHER,15820,48766.0,12033.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx110810-dJEpyDWfzbfX.jpg,2019-10-08,2020-01-07,24.0,R+ - Mild Nudity,40196.0
Asura Cryin',Asura Cryin',Asura Cryin',Action | Mecha | Supernatural,6.4,6.92,13.0,FINISHED,TV,SPRING,2009.0,"Natsume Tomoharu is a normal high-school student in every way with one exception: he&rsquo;s being followed by the ghost of his best friend, Misao. After moving into his brother&rsquo;s old house, Tomoharu expects to continue living his normal life but is one day left with a mysterious and locked briefcase without any instruction. At first he plans to leave it in storage, however his house is soon invaded by multiple groups of people after the briefcase. Although still not knowing the purpose of the briefcase, Tomoharu and Misao attempt to escape with it. From there on, Tomoharu tries to learn the secrets behind the briefcase, the connections between it and Misao and why it has the power to change the world. [Written by MAL Rewrite]",Seven Arcs,LIGHT_NOVEL,15790,105870.0,5642.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx5342-ANw2oxMaqpKa.jpg,2009-04-02,2009-06-25,24.0,PG-13 - Teens 13 or older,5342.0
Persona -trinity soul-,Persona -trinity soul-,PERSONA -trinity soul-,Action | Drama | Mystery | Sci-Fi | Supernatural,5.9,6.54,26.0,FINISHED,TV,WINTER,2008.0,"The stage is Ayanagi City, a city near the Japan Sea. It is a futuristic city that was built to carry out the recovery from the calamity caused by the ""Apathy Syndrome"" ten years previous. High school student Shin Kanzato with his little brother Jun, meet with their elder brother Ry&#333;, who is the chief of the Ayanagi City Police, again after ten years. At that time, a series of strange incidents happen in Ayanagi City such as the crew of a submarine that suddenly disappears while in their submarine, or a spiritless symptom which disturbs the world after ten years, or the case of the inside out corpse where a student took on a cruel appearance. Ry&#333; tracks down the organization behind the string of incidents, and having become involved in the incidents, Shin awakens the ""Persona"". (Source: Wikipedia)",A-1 Pictures,ORIGINAL,15787,88012.0,7997.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/3366.jpg,2008-01-05,2008-06-28,23.0,PG-13 - Teens 13 or older,3366.0
Maken-Ki! OVA,Maken-Ki! OVA,Maken-Ki! OVA,Action | Ecchi,6.2,6.61,2.0,FINISHED,OVA,SPRING,2012.0,OVA episodes bundled with the 8th and 11th volumes of the manga.,Xebec,MANGA,15769,67640.0,7572.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/11209.jpg,2012-03-01,2013-09-25,24.0,R+ - Mild Nudity,11209.0
FrFr! ~Free! short movie~,FrFr! ~Free! short movie~,FrFr!: Free! short movie,Comedy | Slice of Life | Sports,7.3,7.63,3.0,FINISHED,SPECIAL,FALL,2013.0,Three collections of special stories bundled with the DVD/BDs. Included: On Volume 1: Makoto no Nayami! (真琴の悩み！)/Buin Boshuu! (部員募集！) On Volume 3: Rin to Nitori no Ishuukan! (凛と似鳥の一週間！)/Rei no Tobikomi Moutokkun! (怜の飛び込み猛特訓！) On Volume 5: Rei to Riron to Buumeran! (怜と理論とブーメラン！)/Iwatobi-ke no Ichizoku! (岩鳶家の一族！)/Haruka naru FuriFuri! (遙かなるフリフリ！),Kyoto Animation,LIGHT_NOVEL,15764,75703.0,1715.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx19671-UTBAhj1bTxtj.jpg,2013-09-11,2014-01-08,5.0,PG-13 - Teens 13 or older,19671.0
Blue Submarine No. 6,Blue Submarine No. 6,Ao no 6-gou,Action | Adventure | Mecha | Sci-Fi,6.6,7.04,4.0,FINISHED,OVA,FALL,1998.0,"The once famous and well respected scientist Zorndyke has bred a new genre of living being, one that thrives on the oceans and lives to destroy humans. Zorndyke believes it is time that the humans were relieved of their rule of the earth. It is up to Blue Submarine No. 6 and the rest of the Blue fleet to put an end to Zorndyke's madness and creations. (Source: Anime News Network)",GONZO,MANGA,15755,66541.0,5002.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b1051-VVOaEzsQiEo4.jpg,1998-10-25,2000-03-25,32.0,PG-13 - Teens 13 or older,1051.0
Galaxy Express 999,Galaxy Express 999,Ginga Tetsudou 999,Adventure | Drama | Mecha | Sci-Fi,7.5,7.89,113.0,FINISHED,TV,FALL,1978.0,"After witnessing the death of his mother and being left for dead at the hands of Count Mecha, ten-year old Tetsuro Hoshino is awakened by a mysterious woman, Maetal. In exchange for only his company, Maetal offers him the ride of his life on the Galaxy Express 999. It is said that those who travel aboard the legendary train to the end of the line can receive a free mechanical body and with it, immortality. Impoverished and alone, Tetsuro leaps at the opportunity and joins Maetal on a quest that will span the cosmos. As the Galaxy Express 999 makes its way across our solar system and beyond, Tetsuro is drawn deeper into a dangerous universe where peril lurks at every stop. (Source: Discotek)",Toei Animation,MANGA,15753,46717.0,972.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1491-XfYiHNYKDR2P.jpg,1978-09-14,1981-04-09,25.0,G - All Ages,1491.0
Pon no Michi,Pon no Michi,Pon no Michi,Slice of Life,6.7,6.54,12.0,FINISHED,TV,WINTER,2024.0,"The anime is set in Hiroshima Prefecture's Onomichi City, where a high school student Nashiko Jippensha was kicked out of her house. Without a place to play with her friends, she learns that the mahjong parlor that her father used to run is now vacant. She fixes the mahjong parlor and turns it into a place where she and her friends can have fun, cook, have tea, and sometimes play mahjong. (Source: Anime News Network)",OLM,ORIGINAL,15747,36856.0,8000.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx165314-oHSkxN95nSsx.jpg,2024-01-06,2024-03-23,24.0,PG-13 - Teens 13 or older,55397.0
Armed Girl's Machiavellism OVA,Armed Girl's Machiavellism OVA,Busou Shoujo Machiavellianism OVA,Action | Comedy | Romance,6.6,6.8,1.0,FINISHED,OVA,FALL,2017.0,"Bundled with the limited edition 7th volume of the Busou Shoujo Machiavellianism manga. Disappointed by how all members of the Supreme Five Swords were single-handedly taken out by the Empress, the headmistress ordered the Five Swords to a recreational trip to strengthen their bonds. Apparently, there are some extra budget to accommodate an extra sixth person on the trip. Both Rin and Mary wanted Nomura to be sixth person, but there may be some hurdles on making that a reality. (Source: Muse Asia)",SILVER LINK.,MANGA,15738,55150.0,6369.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/98856-nCb9mgvObKID.jpg,2017-11-25,2017-11-25,23.0,PG-13 - Teens 13 or older,35314.0
18if,None,18if,Adventure | Fantasy | Mystery | Supernatural,5.6,6.13,13.0,FINISHED,TV,SUMMER,2017.0,"Haruto Tsukishiro wakes up in a dream world and sees a mysterious girl named Lily. Following this, he meets a man named Kanzaki and learns of the existence of witches, which from here on entangles him in all sorts of incidents. 18if is a part of a multi-media project that also includes a mobile game and a virtual reality game.",GONZO,ORIGINAL,15720,60582.0,10327.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx98512-iF0yiG1Gj40t.jpg,2017-07-07,2017-09-29,23.0,R - 17+ (violence & profanity),35248.0
Muv-Luv Alternative,Muv-Luv Alternative,Muv-Luv Alternative,Action | Drama | Mecha | Romance | Sci-Fi,5.5,5.95,12.0,FINISHED,TV,FALL,2021.0,"A story of the bonds between those who fight, in a world pushed to its limits. On one of the countless parallel worlds that exist throughout spacetime, humanity has fought a decades long war against the BETA, hostile extraterrestrial invaders, using humanoid fighting machines called Tactical Surface Fighters. This is a story of how humanity lives and dies while on the brink of extinction… (Source: Crunchyroll)",Graphinica,VISUAL_NOVEL,15720,47747.0,11275.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx112716-4mMkZtsR3MIn.jpg,2021-10-07,2021-12-23,23.0,R - 17+ (violence & profanity),40608.0
s-CRY-ed,s-CRY-ed,Scryed,Action | Adventure | Sci-Fi,7.0,7.39,26.0,FINISHED,TV,SUMMER,2001.0,"A strange environmental phenomenon 22 years ago in the Kanazawa prefecture caused the land to split and protrude upwards reaching unprecedented heights, creating the secluded area known as The Lost Ground. Kazuma is a young mercenary who lives in the Lost Ground, looking for any work he can find to sustain his livelihood within the harsh environment. He is one of the few people that are gifted with the Alter ability, which allows him to plaster his right arm and torso with a metallic alloy. When this mercenary encounters HOLY, an order whose purpose is to suppress and capture what they call Native Alter Users, and one of the elite members of HOLY, Ryuho, an epic rivalry begins. (Source: Anime News Network)",Sunrise,ORIGINAL,15712,88555.0,2850.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx168-kXxD2Cse752Y.png,2001-07-04,2001-12-26,24.0,PG-13 - Teens 13 or older,168.0
NieA_7,NieA_7,NieA Under 7,Comedy | Sci-Fi | Slice of Life,6.6,6.98,13.0,FINISHED,TV,SPRING,2000.0,"In the 21st century, aliens have arrived on Earth and live among humans. In sleepy Enohana, the dirt-poor student Chigasaki Mayuko finds herself living together with NieA, a low-caste (""Under Seven"") alien. While Mayuko struggles diligently to make ends meet, NieA seems to be totally unconcerned with the consequences of her actions. As the odd couple throws off the expected sparks, the wrecked alien mothership looms in the background... (Source: Anime News Network)",Triangle Staff,MANGA,15693,44120.0,5340.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx800-PGdmzmdcVECB.jpg,2000-04-26,2000-07-19,23.0,PG-13 - Teens 13 or older,800.0
Isekai Izakaya: Japanese Food From Another World,Isekai Izakaya: Japanese Food From Another World,Isekai Izakaya: Koto Aitheria no Izakaya Nobu.,Comedy | Fantasy | Slice of Life,7.1,7.52,24.0,FINISHED,ONA,SPRING,2018.0,"Izakaya “Nobu” is a modest establishment, staffed by only two people: master, Nobuyuki Yazawa, and server, Shinobu Senke. Despite its humble appearance, its entrance is mysteriously connected to an ancient city from another world: “Aitheria.” Nobu’s patrons consist of lazy palace guards, incognito clergymen, and the Waterworks Guildmaster – certainly not your average clientele! But once they enter Nobu’s doors, they are greeted with the finest alcohol they’ve ever tasted and dishes the likes of which they’ve never seen. With the food plentiful and the drinks flowing, the patrons leave their troubles at the door as they call, “Give me a cold ale, master!” (Source: Crunchyroll)",Sunrise,LIGHT_NOVEL,15690,52193.0,2188.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx97873-jYQ3dPoaOLxX.jpg,2018-04-13,2018-09-14,15.0,PG-13 - Teens 13 or older,34420.0
Destiny of the Shrine Maiden,Destiny of the Shrine Maiden,Kannazuki no Miko,Drama | Mecha | Romance,6.2,6.84,12.0,FINISHED,TV,FALL,2004.0,"The highborn Himemiya Chikane is cool and aloof, the perfect young lady of good breeding. Kurusegawa Himeko is devoted to her, and secretly her friend. Their lives are undisturbed in their school, until an ancient evil suddenly rears its head. To combat it, Chikane and Himeko must take on the roles of shrine maidens of the Moon and Sun.",TNK,MANGA,15680,77152.0,6128.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx143-RcqeTmjW0Amu.jpg,2004-10-02,2004-12-18,24.0,PG-13 - Teens 13 or older,143.0
Always a Catch!,Always a Catch!,Nigashita Sakana wa Ookikatta ga Tsuriageta Sakana ga Ookisugita Ken,Comedy | Fantasy | Romance,7.0,7.25,,RELEASING,TV,SPRING,2026.0,"Born into a legendary ducal family, martial prodigy Maria “Mimi” Annovazzi loses her claim as heir and is suddenly ordered to marry into prestige. With no options left in her homeland, she transfers to a neighboring kingdom—only to be publicly dumped at graduation by a prince she’s never met over an engagement she didn’t even know she had! Will Maria be doomed to the life of a spinster?!(Source: Crunchyroll)",TROYCA,LIGHT_NOVEL,15674,34690.0,3726.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx201817-pyfL9F8muPeq.jpg,2026-04-02,,24.0,PG-13 - Teens 13 or older,62893.0
Captain Earth,Captain Earth,Captain Earth,Mecha | Sci-Fi,6.0,6.43,25.0,FINISHED,TV,SPRING,2014.0,"When Daichi Manatsu sees a mysterious rainbow appearing near the Tanegashima Space Center, he immediately recognizes it as being similar to an apparition that formed when his father was killed in a mysterious accident years earlier. Traveling to Tanegashima, Daichi quickly finds himself involved with the machinations of Globe, a secret agency created to defend mankind from extraterrestrial forces. And while it might seem like a big job for a mere teenager, it turns out that the skills Daichi has honed on video games, combined with a special weapon called the Livlaster, make Daichi ideally suited for operating the Earth Engine Impacter, a giant robot that may be Mankind's best hope against aliens whose goal is to completely drain our world's lifeforce energy. Fortunately, Daichi won't be on his own, as he's quickly joined by a group of equally dedicated young people who all have their own skills and abilities to contribute to the battle. (Source: Sentai Filmworks)",bones,ORIGINAL,15668,70126.0,8624.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20446-raX25lZndRm7.jpg,2014-04-06,2014-09-21,24.0,PG-13 - Teens 13 or older,21677.0
Hikaru ga Shinda Natsu 2nd Season,None,Hikaru ga Shinda Natsu 2nd Season,Horror | Mystery | Psychological | Supernatural | Thriller,,,,NOT_YET_RELEASED,TV,None,,The second season of Hikaru ga Shinda Natsu.,,MANGA,15658,36823.0,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx199342-T4ESffzfVCB5.jpg,,,,R - 17+ (violence & profanity),62584.0
Yuki Yuna is a Hero: The Washio Sumi Chapter,Yuki Yuna is a Hero: The Washio Sumi Chapter,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,Action | Drama | Fantasy | Mahou Shoujo | Psychological | Slice of Life,7.6,7.75,6.0,FINISHED,TV,FALL,2017.0,"In the year 298 from the era of the gods, elementary school girls Sumi Washio, Sonoko Nogi, and Gin Minowa are tasked with an important mission. They are to become heroes and fight Vertex, a mysterious enemy that is attacking Shinju-sama, the god tree that protects Shikoku, the only area in the world that is still habitable. What they don't know, is that this fight will cost them more than they could have ever imagined.",Studio Gokumi,LIGHT_NOVEL,15638,49602.0,1340.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx100791-FBirQqF1Szo3.png,2017-10-07,2017-11-11,24.0,PG-13 - Teens 13 or older,34284.0
Moyashimon,None,Moyashimon,Comedy | Supernatural,7.2,,11.0,FINISHED,TV,FALL,2007.0,"Enter Tadayasu, a freshman college student who can see and talk to cute, chibi bacteria and other microscopic organisms. It's not all fun and games like it sounds, though, because it gets him into all sorts of trouble. Join Tadayasu as he enters his first year at the Agriculture University, what crazy events await him?",Telecom Animation Film,MANGA,15637,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx3001-MhrRs4v3tCPs.png,2007-10-12,2007-12-21,23.0,None,3001.0
Hiyokoi,None,Hiyokoi,Romance,6.8,7.26,1.0,FINISHED,SPECIAL,SUMMER,2010.0,"Hiyori, a small and timid girl, goes to school for the first time in a year since an accident left her hospitalized. Follow her as she struggles with her social skills, tries to make friends and maybe even a little bit more...? (Source: One Manga)",Production I.G,MANGA,15634,98441.0,3629.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8768.jpg,2010-07-30,2010-07-30,22.0,PG-13 - Teens 13 or older,8768.0
Place to Place OVA,Place to Place OVA,Acchi Kocchi: PLACE=PRINCESS,Comedy | Romance | Slice of Life,7.2,7.45,1.0,FINISHED,OVA,FALL,2012.0,Unaired episode 13 of Acchi Kocchi that was included in Vol.6.,,MANGA,15626,65129.0,2518.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx16273-FhEHi6SHzllH.png,2012-11-07,2012-11-07,23.0,PG-13 - Teens 13 or older,16273.0
"Tantei wa mou, Shindeiru. Season 2",None,"Tantei wa mou, Shindeiru. Season 2",Comedy | Drama | Mystery | Romance | Supernatural,,,,NOT_YET_RELEASED,TV,FALL,2026.0,"The second season of Tantei wa mou, Shindeiru.",ENGI,LIGHT_NOVEL,15626,50133.0,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx152677-EnZkUV9MTvfy.jpg,2026-10-??,,,PG-13 - Teens 13 or older,52480.0
Mahouka Koukou no Rettousei: Yotsuba Keishou-hen,None,Mahouka Koukou no Rettousei: Yotsuba Keishou-hen,Action | Romance | Sci-Fi | Supernatural,7.0,,1.0,FINISHED,MOVIE,SPRING,2026.0,"Movie adaptation of Mahouka Koukou no Rettousei's Yotsuba Succession Arc. The invitation has arrived. It is time for the New Year’s Reception at the Yotsuba family residence. This year, Miyuki and other candidates will gather there to decide who will be the next leader of their powerful clan. If chosen as the successor, she would never have to see her brother live as a pariah ever again. At the same time, such a position surely entails a political marriage, plunging her mind into complete turmoil. Complicating matters, the current head of their family sows doubt with the shocking claim that Miyuki is not Tatsuya’s sister. When the new year comes, their relationship may be changed forever... (Source: Yen Press)",8-bit,LIGHT_NOVEL,15614,32001.0,18489.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx178707-Ys8zvR7BLECi.jpg,2026-05-08,,103.0,PG-13 - Teens 13 or older,59174.0
SAKAMOTO DAYS Season 2,SAKAMOTO DAYS Season 2,SAKAMOTO DAYS 2nd Season,Action | Comedy,,,,NOT_YET_RELEASED,TV,None,,The second season of SAKAMOTO DAYS.,,MANGA,15611,41380.0,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx204363-muUrmq1oD4Zb.jpg,,,,R - 17+ (violence & profanity),63139.0
BBK/BRNK,BBK/BRNK,Bubuki Buranki,Action | Drama | Mecha | Sci-Fi,5.8,6.24,12.0,FINISHED,TV,WINTER,2016.0,"When Azuma Ikki returns to Japan after 10 years, he gets assaulted by a group of armed men and becomes their prisoner. Kogane Asabuki, a childhood friend, saves him with a weapon on her right hand known as Bubuki; a weapon with its own mind. Azuma Ikki, who is a Bubuki user himself, learns about the existence of Bubuki and goes on a journey alongside the companions he has found, in an attempt to find and revive Oumai, a Buranki (titan) who sleeps underground.",SANZIGEN,ORIGINAL,15600,74596.0,9721.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21471-cG8JwPn9v1d3.png,2016-01-09,2016-03-26,24.0,PG-13 - Teens 13 or older,32023.0
The Legend of Heroes: Trails of Cold Steel - Northern War,The Legend of Heroes: Trails of Cold Steel - Northern War,The Legend of Heroes: Sen no Kiseki - Northern War,Action | Adventure | Fantasy,5.2,5.64,12.0,FINISHED,TV,WINTER,2023.0,"To protect her hometown from the Erebonian Empire and to distinguish herself from her grandfather’s disloyalty, Lavie enlists in the Northern Jaegers where she’ll do whatever it takes to carry out the mission. Now this rule breaker must form a platoon to embark on a dangerous recon mission into enemy lines—will her mission be a success? (Source: Crunchyroll)",Tatsunoko Production,VIDEO_GAME,15566,41480.0,12792.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx130696-auVIKVCaPGNl.jpg,2023-01-06,2023-03-24,24.0,PG-13 - Teens 13 or older,48441.0
The Highschool Life of a Fudanshi,The Highschool Life of a Fudanshi,Fudanshi Koukou Seikatsu,Comedy | Slice of Life,6.1,6.52,12.0,FINISHED,TV_SHORT,SUMMER,2016.0,"The comedy depicts the daily life of Sakaguchi, a high school boy and also a ""fudanshi"" who loves boys-love stories. Fudanshi is a wordplay on fujoshi (literally, ""rotten girls"") — the slang for women who love boys-love/yaoi stories. (Source: Anime News Network)",EMT Squared,MANGA,15565,78468.0,8096.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21782-i8wLBjK9ccfY.jpg,2016-07-05,2016-09-20,4.0,PG-13 - Teens 13 or older,33222.0
GeGeGe no Kitaro,GeGeGe no Kitaro,Gegege no Kitarou (2018),Comedy | Horror | Supernatural,6.5,7.31,97.0,FINISHED,TV,SPRING,2018.0,"Nearly twenty years into the 21st century, people have forgotten the existence of Yokai. When a number of unexplainable phenomena plague adults of the human world with confusion and chaos, thirteen-year-old Mana writes a letter to the Yokai Post in search of answers, only to be greeted by Ge Ge Ge no Kitaro... (Source: Crunchyroll)",Toei Animation,MANGA,15556,57436.0,3294.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx100978-2BLQeMknulmo.jpg,2018-04-01,2020-03-29,23.0,PG-13 - Teens 13 or older,37140.0
Pokémon BW: Adventures in Unova,Pokémon BW: Adventures in Unova,Pocket Monsters Best Wishes! Season 2: Episode N,Action | Adventure | Comedy | Fantasy,6.4,6.76,14.0,FINISHED,TV,WINTER,2013.0,"In this new series, Satoshi, Pikachu and friends start a new journey towards the ""White Ruins."" There, they meet the young ""N"", who can hear the voices from Pok&eacute;mon's hearts... The door of truth leading to an Utopia for Pok&eacute;mon and humans now lies open!",OLM,VIDEO_GAME,15554,56521.0,6641.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx17115-FpxJtU5CkDK9.png,2013-01-17,2013-04-18,24.0,PG - Children,17115.0
Muhyo & Roji's Bureau of Supernatural Investigation,Muhyo & Roji's Bureau of Supernatural Investigation,Muhyo to Rouji no Mahouritsu Soudan Jimusho,Action | Comedy | Mystery | Supernatural,6.3,6.71,12.0,FINISHED,TV,SUMMER,2018.0,"Are you a victim of unwanted spirit possession? Is there a ghost you need sent up and away...or down to burn for all eternity? If the answer is yes, then you need Muhyo and Roji, experts in magic law. Serving justice to evil spirits is their specialty. (Source: VIZ Media)",Studio DEEN,MANGA,15542,56918.0,6949.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101340-OstJznHblBXq.jpg,2018-08-03,2018-10-19,24.0,PG-13 - Teens 13 or older,37487.0
Is the Order a Rabbit?? ～Dear My Sister～,Is the Order a Rabbit?? ～Dear My Sister～,Gochuumon wa Usagi desu ka?? Dear My Sister,Comedy | Slice of Life,7.6,7.82,1.0,FINISHED,OVA,FALL,2017.0,"Cocoa visits her family, in the mountains, after quite some time again after her sister Mocha wrote her, through a letter, to come back soon. Her friends will have to spend a week in the town without her, while Cocoa has time with her family that she hasn't seen for a long time. But Chino, Cocoa's self proclaimed little sister, wants to go watch, with Cocoa and all her friends, the fireworks in the fireworks festival, which is coming up in less than a week. Cocoa decides to return early as she misses them all, but will she arrive in time for the climax of the festival? (Source: TMDB)",production doA,MANGA,15532,46484.0,1135.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21813-hdHHU5PCF2V5.jpg,2017-11-11,2017-11-11,60.0,PG-13 - Teens 13 or older,33280.0
Daimidaler: Prince vs. Penguin Empire,Daimidaler: Prince vs. Penguin Empire,Kenzen Robo Daimidaler,Comedy | Ecchi | Mecha,5.7,6.21,12.0,FINISHED,TV,SPRING,2014.0,"The comedy centers around a high school boy named Kouichi Madanbashi who has Hi-ERo particles, the power source to operate the robotic weapon Daimidaler. With the help of Kyouko Sonan from the mysterious Prince Beauty Parlor organization, he stands up against the Penguin Empire that troubles humanity. (Source: Anime News Network)",TNK,MANGA,15527,77529.0,9913.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20588-jmOSzffIIrOa.jpg,2014-04-05,2014-06-21,24.0,R+ - Mild Nudity,21809.0
Escaflowne: A Girl in Gaea,Escaflowne: A Girl in Gaea,Escaflowne,Adventure | Drama | Fantasy | Mecha | Romance | Sci-Fi,6.6,7.09,1.0,FINISHED,MOVIE,SUMMER,2000.0,"Hitomi Kanzaki is in a very depressed mood. She only wants to sleep and fade away. Her misery summons Lord Folken who sends her to Gaea. The people of Gaea think she is the Wing Goddess, who can call upon the legendary Dragon Armor called Escaflowne. On Gaea, King Van, the sole survior of the White Dragon Clan, is also in a depressed state. Swearing an oath to get his revenge on the Black Dragon Clan that oblierated Van's kingdom, he lives by the sword. Now that the Wing Goddess has finally appeared, she posseses Gaea's world fate in her heart. Escaflowne will either lead Gaea to peace or total ruin. (Source: Anime News Network)",bones,ORIGINAL,15519,79484.0,4726.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx393-KAkauYiiSWGa.jpg,2000-06-24,2000-06-24,97.0,PG-13 - Teens 13 or older,393.0
